ID,Incident Number,Arrest Date,Court Number,Case Filed,Status,Suspect Charge List,Case Type
117926,190936006,2019/12/12,19019441,N,Discharge Only,",148(A)1,243(B),",Misdemeanor
117927,190871781,2019/12/12,19019443,N,Other Action,",311.1(A),311.11B,",Felony
117928,190877319,2019/12/12,19019444,Y,Filed,",12022.1,459,",Felony
117929,190001756,2019/12/12,19019445,N,Discharge Only,",23152(A),",Misdemeanor
117951,Z20191212-19019389,2019/12/12,19019389,N,Discharge Only,",23152(F),",Misdemeanor
117955,190933864,2019/12/12,19019395,N,Discharge Only,",594(B)1,591.5,136.1B1,243(E)1,591.5,273A(A),",Felony
117995,190933911,2019/12/12,19019396,Y,Filed,",243(E)1,",Misdemeanor
117996,190933933,2019/12/12,19019398,N,Other Action,",14601.1(A),5204(A),",Misdemeanor
117997,190934323,2019/12/12,19019401,N,Other Action,",11364(A),",Misdemeanor
117998,190934107,2019/12/12,19019403,N,Other Action,",148.9(A),",Misdemeanor
118512,200000094,2020/01/01,20000008,Y,Filed,",148(A)1,243(B),",Misdemeanor
118513,200002692,2020/01/01,20000079,N,Discharge Only,",273A(A),236,273.5(A),",Felony
118514,190958533,2020/01/01,20000080,N,Discharge Only,",10851(A),496D(A),",Felony
118536,200002705,2020/01/01,20000083,Y,Filed,",21453(A),14601.2(A),23154(A),21453(A),23152(A),23222(A),",Misdemeanor
118539,200002642,2020/01/01,20000087,N,Discharge Only,",286(C)2A,261(A)2,",Felony
118547,200002357,2020/01/01,20000108,Y,Filed,",211,664/211,182(A)1,496(A),",Felony
118558,200001274,2020/01/01,20000134,N,Discharge Only,",245(A)1,",Felony
118572,200000001,2020/01/01,20000015,N,Discharge Only,",14601.2(A),23152(F),",Misdemeanor
118573,200000113,2020/01/01,20000016,Y,Filed,",23152(A),22107,",Misdemeanor
118574,200000002,2020/01/01,20000018,Y,Filed,",23152(B),23152(A),",Misdemeanor
118575,Z20200101-20000019,2020/01/01,20000019,Y,Filed,",23152(B),23152(A),",Misdemeanor
118576,200000436,2020/01/01,20000021,N,Discharge Only,",243(B),",Misdemeanor
118577,Z20200101-20000022,2020/01/01,20000022,N,Discharge Only,",245(A)1,245(A)1,245(A)1,148(A)1,23152(G),20002(A),",Felony
118578,200001371,2020/01/01,20000064,N,Discharge Only,",25400A1,11370.1(A),32310(A),32310,29800A1,182(A)1,11378,30305A1,11366,25400A1,21810,",Felony
118580,200000226,2020/01/01,20000026,N,Discharge Only,",245(A)1,",Felony
118581,200000561,2020/01/01,20000027,Y,Filed,",211,664/211,",Felony
118582,200000505,2020/01/01,20000028,N,Discharge Only,",245(A)1,",Felony
118583,200000721,2020/01/01,20000033,Y,Filed,",243(A),",Misdemeanor
118584,Z20200101-20000034,2020/01/01,20000034,Y,Filed,",23152(A),23152(B),",Misdemeanor
118585,200000834,2020/01/01,20000036,N,Other Action,",466,466,148(A)1,466,466,7.2.12,466,21650.1,466,11364(A),",Misdemeanor
118586,200000884,2020/01/01,20000037,Y,Filed,",243(E)1,243(E)1,591.5,",Misdemeanor
118587,200001092,2020/01/01,20000039,N,Other Action,",490.2(A),",Misdemeanor
118588,200000856,2020/01/01,20000040,Y,Filed,",422,417(A)1,11364(A),21310,",Felony
118589,200001246,2020/01/01,20000042,N,Other Action,",11375B1,11378,11379(A),23111,11375B1,11351,11364(A),11378,11379(A),11379.2,11351,11378,11379.2,11378,11379(A),11352(A),11352(A),11379(A),",Felony
118590,Z20200101-20000044,2020/01/01,20000044,Y,Filed,",23152(F),",Misdemeanor
118591,200001086,2020/01/01,20000052,N,Discharge Only,",10851(A),496(A),459,466,10852,",Felony
118592,200660043,2020/01/01,20000055,N,Discharge Only,",182(A)1,11364(A),11366,11370.1(A),11378,",Felony
118593,200001785,2020/01/01,20000056,N,Discharge Only,",20410,11377(A),11364(A),487(A),182(A)1,22450(A),",Misdemeanor
118594,200001785,2020/01/01,20000057,N,Discharge Only,",22450(A),182(A)1,487(A),",Felony
118595,200001531,2020/01/01,20000060,Y,Filed,",22450(A),25400A1,25400A1,25850(A),25400A1,7.2.12,11370.1(A),11378,25850(A),",Felony
118596,200001638,2020/01/01,20000065,Y,Filed,",12500(A),23152(A),21650,",Misdemeanor
118597,200002181,2020/01/01,20000067,Y,Filed,",211,",Felony
118598,200002410,2020/01/01,20000070,Y,Filed,",11351,11351,11378,11351,11351.5,",Felony
118599,Z20200102-20000071,2020/01/01,20000071,Y,Filed,",23152(A),23152(B),",Misdemeanor
118600,200002357,2020/01/01,20000072,Y,Filed,",182(A)1,211,2800.1A,664/211,496(A),23103(A),",Felony
118601,200002363,2020/01/01,20000073,Y,Filed,",166(A)4,",Misdemeanor
118602,200002482,2020/01/01,20000074,Y,Filed,",273.6(A),",Misdemeanor
118603,200002664,2020/01/01,20000078,N,Other Action,",422,",Felony
118613,200001973,2020/01/01,20000053,N,Discharge Only,",243(E)1,",Misdemeanor
118993,200000920,2020/01/01,20000029,Y,Filed,",496(A),",Misdemeanor
119070,Z20200121-02520553,2020/01/01,2520553,Y,Filed,",211,422,185,",Felony
119429,Z20200101-20000024,2020/01/01,20000024,Y,Filed,",23152(B),23152(A),",Misdemeanor
119446,Z20200101-20000068,2020/01/01,20000068,Y,Filed,",23152(G),",Misdemeanor
119454,200000505,2020/01/01,20000038,N,Discharge Only,",22106,20001(A),664/187A,23153(G),20002(A),",Felony
119493,200079992,2020/01/02,20001754,Y,Filed,",211,",Felony
119497,200079168,2020/01/02,20001731,N,Discharge Only,",273.5(A),245(A)4,",Felony
119499,200079180,2020/01/02,20001722,N,Discharge Only,",273A(A),23152(A),369I(B),",Felony
119500,200079419,2020/01/02,20001726,N,Other Action,",653.22A,",Misdemeanor
119501,Z20200201-20001728,2020/01/02,20001728,N,Discharge Only,",23152(B),23152(A),14601.1(A),20002(A),",Misdemeanor
119502,200079362,2020/01/02,20001730,N,Other Action,",12022B1,273.5(A),245(A)1,273.6(A),",Felony
119503,200079475,2020/01/02,20001737,N,Other Action,",148(A)1,148.9(A),602(M),",Misdemeanor
119504,200079481,2020/01/02,20001738,N,Discharge Only,",10852,10851(A),NOTINTBL,12500(A),",Felony
119505,200079572,2020/01/02,20001741,Y,Filed,",166(A)4,",Misdemeanor
119506,200080234,2020/01/02,20001751,N,Discharge Only,",166(A)4,241(C),243(B),",Misdemeanor
119507,200080381,2020/01/02,20001753,Y,Filed,",487(A),",Felony
119508,200080739,2020/01/02,20001759,N,Other Action,",211,",Felony
119509,200079964,2020/01/02,20001760,N,Other Action,",459,594(B)1,",Felony
119510,200080591,2020/01/02,20001761,N,Discharge Only,",496(A),496D(A),182(A)1,",Felony
119511,200080591,2020/01/02,20001763,Y,Filed,",10851(A),182(A)1,496(A),466,496D(A),",Felony
119512,200080143,2020/01/02,20001764,Y,Filed,",487(A),459,487(A),148(A)1,21453(D),459,496(A),",Felony
119513,Z20200202-20001765,2020/01/02,20001765,Y,Filed,",594B2A,273A(A),245(A)4,273.5(A),",Felony
119514,200081254,2020/01/02,20001768,N,Other Action,",12500(A),5200(A),",Misdemeanor
119515,200081373,2020/01/02,20001772,N,Other Action,",148.9(A),",Misdemeanor
119517,200081345,2020/01/02,20001776,N,Discharge Only,",243(E)1,",Misdemeanor
119595,190948142,2020/01/02,20001950,Y,Filed,",529(A)3,148.9(B),",Felony
119918,200079237,2020/01/02,20001723,Y,Filed,",23222(A),23152(A),22350,23152(B),",Misdemeanor
120326,Z20200201-20001721,2020/01/02,20001721,Y,Filed,",23152(A),23152(B),",Misdemeanor
120334,200081000,2020/01/02,20001769,Y,Filed,",11377(A),466,496(A),11364(A),10851(A),496D,12500(A),496(A),11350(A),",Felony
120339,200154663,2020/01/03,20003232,N,Other Action,",6641085A,",Felony
120340,200154920,2020/01/03,20003233,N,Discharge Only,",166(A)4,",Misdemeanor
120341,200152350,2020/01/03,20003234,N,Discharge Only,",240,368(B)1,",Felony
120342,200154340,2020/01/03,20003235,N,Discharge Only,",594(B)1,647(F),",Felony
120343,200137705,2020/01/03,20003239,N,Other Action,",496D(A),NOTINTBL,21453(C),14601.1(A),148(A)1,2800.1A,10851(A),",Felony
120344,139132,2020/01/03,20003240,Y,Filed,",211,368(B)1,368(B)1,211,",Felony
120345,200155116,2020/01/03,20003243,Y,Filed,",11351,11351,11351,11352(A),11351,21955,148(A)1,",Felony
120346,200155730,2020/01/03,20003246,N,Discharge Only,",243(E)1,236,",Felony
120347,200155906,2020/01/03,20003248,N,Other Action,",459.5(A),148(A)1,",Misdemeanor
120348,200156067,2020/01/03,20003249,Y,Filed,",23152(A),20002(A),23152(B),",Misdemeanor
120349,200130607,2020/01/03,20003251,N,Other Action,",245(A)1,",Felony
120350,200156227,2020/01/03,20003254,Y,Filed,",23153(A),",Felony
120351,200156318,2020/01/03,20003255,N,Discharge Only,",422,422,",Felony
120354,200156261,2020/01/03,20003258,Y,Filed,",243(E)1,",Misdemeanor
120355,200015632,2020/01/03,20003259,N,Discharge Only,",243(B),148(A)1,",Misdemeanor
120358,200156302,2020/01/03,20003261,Y,Filed,",12022B1,417(A)1,25400A1,25400A1,25400A1,236,25400A1,11370.1(A),25400A1,25400A1,25400A1,25400A1,11377(A),12022A1,",Felony
120370,200155978,2020/01/03,20003252,N,Discharge Only,",236,",Felony
120371,200154362,2020/01/03,20003223,N,Discharge Only,",273.5(A),243(E)1,",Felony
120373,200154180,2020/01/03,20003217,Y,Filed,",243(E)1,",Misdemeanor
120374,200154174,2020/01/03,20003221,Y,Filed,",148(A)1,602.1(B),243(B),",Misdemeanor
120375,Z20200301-20003224,2020/01/03,20003224,Y,Filed,",23152(B),23152(A),",Misdemeanor
120376,200000322,2020/01/03,20003225,Y,Filed,",23152(A),23152(B),",Misdemeanor
120416,200154033,2020/01/03,20003245,N,Discharge Only,",245(A)1,211,",Felony
120570,Z20200301-20003219,2020/01/03,20003219,Y,Filed,",23152(A),23152(B),",Misdemeanor
120774,Z20200301-20003214,2020/01/03,20003214,Y,Filed,",23152(B),23152(A),",Misdemeanor
120988,200154287,2020/01/03,20003220,Y,Filed,",21801(A),16028(A),23152(B),23152(A),",Misdemeanor
121004,200217352,2020/01/04,20004354,Y,Filed,",455,453(A),451(C),",Felony
121005,200217562,2020/01/04,20004355,Y,Filed,",11377(A),10851(A),496D(A),529(A)3,",Felony
121006,200217562,2020/01/04,20004361,N,Other Action,",417(A)1,422,",Felony
121007,200218344,2020/01/04,20004363,N,Other Action,",242,",Misdemeanor
121008,Z20200401-20004365,2020/01/04,20004365,Y,Filed,",25400A2,",Felony
121009,200218651,2020/01/04,20004371,N,Discharge Only,",368(B)1,243(E)1,",Felony
121010,200218548,2020/01/04,20004372,Y,Filed,",459,496(A),NOTINTBL,",Felony
121011,200218827,2020/01/04,20004373,N,Discharge Only,",236,245(A)1,",Felony
121012,200218849,2020/01/04,20004374,N,Other Action,",273.6(A),",Misdemeanor
121013,200218077,2020/01/04,20004377,N,Other Action,",11377(A),11364(A),11350(A),466,",Misdemeanor
121014,200218899,2020/01/04,20004378,N,Discharge Only,",273.5(A),",Felony
121631,200270203,2020/01/05,20005237,N,Discharge Only,",243(E)1,",Misdemeanor
121633,200267971,2020/01/05,20005234,N,Discharge Only,",273A(A),273.5(A),245(A)1,",Felony
121634,200271386,2020/01/05,20005269,N,Discharge Only,",273.5(A),",Felony
121664,200270281,2020/01/05,20005240,N,Discharge Only,",242,243(E)1,",Misdemeanor
121665,200270300,2020/01/05,20005241,N,Discharge Only,",594(B)1,",Felony
121666,200212998,2020/01/05,20005246,Y,Filed,",187(A),NOTINTBL,",Felony
121667,200190952,2020/01/05,20005248,Y,Filed,",245(A)1,",Misdemeanor
121668,200270598,2020/01/05,20005249,N,Other Action,",148(A)1,368(B)1,594(B)1,242,",Felony
121669,200270714,2020/01/05,20005250,N,Other Action,",459,529,",Felony
121670,200270429,2020/01/05,20005254,Y,Filed,",245(A)4,25400A1,10851(A),215(A),187(A),12022B1,243(D),496D(A),29800A1,",Felony
121671,200271160,2020/01/05,20005255,N,Other Action,",594(B)1,",Felony
121672,Z20200501-20005256,2020/01/05,20005256,Y,Filed,",23152(A),23152(B),",Misdemeanor
121673,200238198,2020/01/05,20005257,Y,Filed,",451(D),453(A),",Felony
121674,200271289,2020/01/05,20005258,Y,Filed,",594(B)1,",Felony
121675,200271148,2020/01/05,20005259,Y,Discharge Only,",212.5(A),",Felony
121676,200271148,2020/01/05,20005263,Y,Filed,",11378,11375B1,11351,",Felony
121677,200271449,2020/01/05,20005264,Y,Filed,",243(E)1,",Misdemeanor
121682,200269795,2020/01/05,20005228,N,Discharge Only,",273.6(A),",Misdemeanor
121683,200269808,2020/01/05,20005229,N,Discharge Only,",29800A1,",Felony
121684,Z20200501-20005231,2020/01/05,20005231,N,Discharge Only,",23152(F),",Misdemeanor
121685,200269842,2020/01/05,20005232,N,Discharge Only,",422,422.6(A),",Felony
121686,200000568,2020/01/05,20005233,N,Discharge Only,",23152(F),",Misdemeanor
121772,200279794,2020/01/05,20005421,N,Other Action,",290.012A,290.011A,",Felony
122431,200223070,2020/01/05,20005235,Y,Filed,",25400A1,25850(A),32310(A),",Felony
122457,200307527,2020/01/06,20005954,Y,Filed,",273A(B),273AB,273.5(A),422,",Felony
122458,200322450,2020/01/06,20006438,Y,Filed,",182(A)1,496(A),459,NOTINTBL,",Felony
122459,200332988,2020/01/06,20006439,N,Discharge Only,",242,",Misdemeanor
122460,200333005,2020/01/06,20006440,N,Discharge Only,",459,",Felony
122461,200333196,2020/01/06,20006442,N,Discharge Only,",243(E)1,",Misdemeanor
122462,200333180,2020/01/06,20006443,N,Discharge Only,",16028(A),12022.1,29800A1,14601.1(A),25400A1,25850(A),5200,30305A1,29800A1,NOTINTBL,",Felony
122463,200333334,2020/01/06,20006444,N,Discharge Only,",243(E)1,",Misdemeanor
122467,Z20200602-20006449,2020/01/06,20006449,Y,Filed,",23152(A),23152(B),",Misdemeanor
122468,200331811,2020/01/06,20006415,N,Discharge Only,",243(E)1,",Misdemeanor
122469,200330813,2020/01/06,20006394,N,Discharge Only,",459,182(A)1,496(A),NOTINTBL,",Felony
122470,200330813,2020/01/06,20006396,N,Discharge Only,",182(A)1,459,NOTINTBL,496(A),",Felony
122471,200330750,2020/01/06,20006397,Y,Filed,",182(A)1,459,NOTINTBL,",Felony
122472,200330750,2020/01/06,20006398,Y,Filed,",459,NOTINTBL,182(A)1,",Felony
122473,200330750,2020/01/06,20006400,Y,Filed,",182(A)1,NOTINTBL,459,",Felony
122474,200330910,2020/01/06,20006404,Y,Filed,",148(A)1,NOTINTBL,459,182(A)1,NOTINTBL,",Felony
122475,200330669,2020/01/06,20006406,N,Discharge Only,",664/459,182(A)1,664NOTBL,272,",Felony
122476,200331021,2020/01/06,20006408,N,Discharge Only,",459,",Felony
122477,200331112,2020/01/06,20006409,Y,Filed,",459,NOTINTBL,466,11364(A),",Felony
122478,200331021,2020/01/06,20006410,N,Discharge Only,",459,",Felony
122479,200331811,2020/01/06,20006414,N,Discharge Only,",243(E)1,",Misdemeanor
122480,200331902,2020/01/06,20006417,Y,Filed,",245(A)1,368(B)1,",Felony
122481,200331877,2020/01/06,20006418,N,Discharge Only,",243(E)1,368(B)1,",Felony
122482,200331924,2020/01/06,20006419,Y,Filed,",11352(A),11378,11351,11351.5,",Felony
122483,200332154,2020/01/06,20006421,Y,Filed,",273.6(A),166(C)1,",Misdemeanor
122484,200314102,2020/01/06,20006424,Y,Filed,",466,5200(A),496D,12500(A),10851(A),",Felony
122485,200032213,2020/01/06,20006425,Y,Filed,",30305A1,29800A1,211,",Felony
122486,200329537,2020/01/06,20006426,N,Discharge Only,",14601.1(A),22450(A),30305A1,10851(A),496D(A),",Felony
122487,200332295,2020/01/06,20006428,N,Other Action,",NOTINTBL,459,",Felony
122488,200332693,2020/01/06,20006429,Y,Filed,",372,647(A),",Misdemeanor
122489,200332790,2020/01/06,20006431,N,Discharge Only,",273A(A),",Felony
122490,200332740,2020/01/06,20006433,N,Discharge Only,",10851(A),496D,",Felony
122491,200332922,2020/01/06,20006434,N,Discharge Only,",NOTINTBL,416,",Misdemeanor
122492,200332922,2020/01/06,20006435,N,Discharge Only,",NOTINTBL,416,",Misdemeanor
122493,200000734,2020/01/06,20006436,N,Discharge Only,",23152(A),23152(B),",Misdemeanor
122494,200322450,2020/01/06,20006437,Y,Filed,",182(A)1,NOTINTBL,459,",Felony
122495,200330669,2020/01/06,20006405,N,Discharge Only,",664NOTBL,272,182(A)1,664/459,",Felony
122536,200330920,2020/01/06,20006416,N,Discharge Only,",273.5(A),",Felony
122542,200330910,2020/01/06,20006413,Y,Filed,",459,NOTINTBL,NOTINTBL,182(A)1,148(A)1,",Felony
122549,200331952,2020/01/06,20006422,N,Discharge Only,",273.5(A),",Felony
122557,200333271,2020/01/06,20006452,N,Discharge Only,",4463(A),496(A),25850(A),182(A)1,",Felony
122558,200333271,2020/01/06,20006453,N,Discharge Only,",4463(A),25850(A),182(A)1,496(A),",Felony
122559,200333271,2020/01/06,20006454,N,Discharge Only,",496(A),182(A)1,25850(A),4463(A),",Felony
122560,200333271,2020/01/06,20006455,N,Discharge Only,",4463(A),496(A),25850(A),182(A)1,",Felony
122582,200330910,2020/01/06,20006403,Y,Filed,",NOTINTBL,459,NOTINTBL,182(A)1,148(A)1,",Felony
123206,200332132,2020/01/06,20006420,Y,Filed,",11351,11375B1,",Felony
123222,200332289,2020/01/06,20006427,Y,Filed,",594(B)1,",Felony
123225,200333180,2020/01/06,20009369,N,Other Action,",12022.1,5200,25400A1,25850(A),30305A1,16028(A),14601.1(A),MTRDA,NOTINTBL,29800A1,29800A1,",Felony
123236,200393021,2020/01/07,20007474,N,Discharge Only,",664/487A,148(A)1,10852,182(A)1,466,",Felony
123245,200386195,2020/01/07,20007469,N,Discharge Only,",594(B)1,",Felony
123246,Z20200701-20007472,2020/01/07,20007472,N,Discharge Only,",23152(F),",Misdemeanor
123247,200393015,2020/01/07,20007473,Y,Filed,",166(A)4,",Misdemeanor
123248,200393162,2020/01/07,20007475,Y,Filed,",245(A)1,422,",Felony
123249,200393350,2020/01/07,20007476,N,Discharge Only,",602(M),",Misdemeanor
123250,200000721,2020/01/07,20007477,Y,Filed,",487(D)1,10851(A),",Felony
123252,200393526,2020/01/07,20007479,N,Discharge Only,",136.1B1,",Felony
123253,200384973,2020/01/07,20007480,N,Discharge Only,",368(D),487F,",Misdemeanor
123254,200389694,2020/01/07,20007483,Y,Filed,",466,10851(A),496D,",Felony
123255,200393736,2020/01/07,20007484,Y,Filed,",11351,11352(A),11351,",Felony
123256,200394013,2020/01/07,20007485,Y,Filed,",11351.5,11378,11352(A),",Felony
123257,200394461,2020/01/07,20007490,N,Other Action,",10851(A),496D(A),",Felony
123258,200394433,2020/01/07,20007491,Y,Filed,",10851(A),496D(A),",Felony
123259,200393134,2020/01/07,20007494,N,Discharge Only,",243(B),",Misdemeanor
123260,200394643,2020/01/07,20007497,N,Discharge Only,",594(B)1,",Felony
123261,200389058,2020/01/07,20007500,N,Discharge Only,",496(B),10851(A),",Felony
123262,200393708,2020/01/07,20007501,N,Discharge Only,",236,",Felony
123263,200394922,2020/01/07,20007503,N,Other Action,",594(B)1,",Felony
123267,200393065,2020/01/07,20007492,Y,Filed,",245(A)1,273.5(A),245(A)1,594B2A,243(B),136.1A1,236,236,",Felony
123280,200394342,2020/01/07,20007493,Y,Filed,",591.5,422,273.5(A),236,368(B)1,",Felony
123281,200393479,2020/01/07,20007482,N,Discharge Only,",273.5(A),",Felony
123284,200394217,2020/01/07,20007512,N,Discharge Only,",594(B)1,",Felony
123301,Z20200707-20007660,2020/01/07,20007660,N,Discharge Only,",245(A)2,",Felony
123353,200393225,2020/01/07,20007591,N,Other Action,",459,",Felony
124002,200394778,2020/01/07,20007505,Y,Filed,",273.5(A),245(A)1,",Felony
124012,200460006,2020/01/08,20008523,Y,Filed,",10851(A),245(A)1,422,242,215(A),496D(A),",Felony
124013,200460783,2020/01/08,20008526,N,Discharge Only,",496D(A),10851(A),466,11377(A),",Felony
124014,200461139,2020/01/08,20008527,N,Discharge Only,",243(E)1,",Misdemeanor
124015,200461242,2020/01/08,20008530,N,Other Action,",466,148(A)1,245(A)1,245(A)1,",Felony
124016,200461236,2020/01/08,20008531,N,Discharge Only,",273A(B),245(A)1,273.5(A),",Felony
124017,200461264,2020/01/08,20008533,N,Discharge Only,",148(A)1,",Misdemeanor
124018,200461349,2020/01/08,20008534,N,Discharge Only,",21310,",Felony
124019,Z20200802-20008535,2020/01/08,20008535,Y,Filed,",23152(A),23152(B),",Misdemeanor
124020,200460498,2020/01/08,20008536,Y,Filed,",11364(A),11366,11379.6(A),11351,182(A)1,11378,",Felony
124048,Z20200801-20008512,2020/01/08,20008512,N,Discharge Only,",23152(F),",Misdemeanor
124049,Z20200801-20008514,2020/01/08,20008514,N,Discharge Only,",23152(A),23152(B),",Misdemeanor
124050,200457637,2020/01/08,20008515,N,Other Action,",NOTINTBL,11364(A),10851(A),466,496D(A),12022.1,",Felony
124051,Z20200801-20008516,2020/01/08,20008516,Y,Filed,",23152(B),23152(A),",Misdemeanor
124052,200459918,2020/01/08,20008518,Y,Filed,",594(B)1,",Felony
124053,200459968,2020/01/08,20008521,N,Discharge Only,",240,21310,",Felony
124054,200374918,2020/01/08,20008522,Y,Filed,",242,242,211,211,",Felony
124056,200460551,2020/01/08,20008525,Y,Filed,",211,148(A)1,",Felony
124684,200460545,2020/01/08,20008524,Y,Filed,",496(A),484(A),594(B)1,242,",Felony
124718,200460498,2020/01/08,20008528,Y,Filed,",11366,11379.6(A),182(A)1,11378,",Felony
124723,200521589,2020/01/09,20009541,N,Discharge Only,",12500(A),496D(A),10851(A),",Felony
124724,200525111,2020/01/09,20009544,N,Other Action,",602(C),485,496(A),422,485,496(A),496(A),",Felony
124725,200252183,2020/01/09,20009545,N,Discharge Only,",148(A)1,496(A),459,",Felony
124730,200527775,2020/01/09,20009604,N,Discharge Only,",148(A)1,422,",Felony
124751,200523347,2020/01/09,20009546,N,Other Action,",496D(A),10851(A),",Felony
124752,200525741,2020/01/09,20009552,Y,Filed,",594(B)1,",Felony
124753,200525832,2020/01/09,20009554,N,Discharge Only,",242,",Misdemeanor
124754,200525296,2020/01/09,20009557,N,Other Action,",245(A)1,236,459,",Felony
124755,200525309,2020/01/09,20009558,N,Discharge Only,",NOTINTBL,220(A)1,",Felony
124756,200525309,2020/01/09,20009559,N,Discharge Only,",NOTINTBL,",Felony
124757,200525967,2020/01/09,20009560,N,Discharge Only,",422,368(B)1,245(A)4,",Felony
124758,200525387,2020/01/09,20009561,Y,Filed,",594(B)1,",Felony
124759,200526250,2020/01/09,20009564,Y,Filed,",11351,11351.5,11352(A),",Felony
124760,200526482,2020/01/09,20009565,Y,Filed,",12022.1,11378,3455(A),",Felony
124761,200526288,2020/01/09,20009566,Y,Filed,",11351.5,11352(A),11378,",Felony
124762,200526046,2020/01/09,20009569,Y,Filed,",11364(A),166(A)4,",Misdemeanor
124763,200402804,2020/01/09,20009570,N,Discharge Only,",29800A1,",Felony
124764,200402804,2020/01/09,20009571,N,Discharge Only,",187(A),",Felony
124765,200526385,2020/01/09,20009574,Y,Filed,",166(A)4,",Misdemeanor
124766,200526620,2020/01/09,20009576,Y,Filed,",11351,11364(A),11378,11379(A),",Felony
124767,200526705,2020/01/09,20009577,Y,Filed,",245(A)4,245(A)4,422,245(A)4,",Felony
124768,200526523,2020/01/09,20009578,Y,Filed,",594(B)1,459,",Felony
124769,200526727,2020/01/09,20009583,N,Discharge Only,",530.5(E),496(A),487(A),",Felony
124770,200527060,2020/01/09,20009588,N,Discharge Only,",148(A)1,",Misdemeanor
124771,Z20200901-20009589,2020/01/09,20009589,Y,Filed,",23152(A),12500(A),23152(B),",Misdemeanor
124772,200527214,2020/01/09,20009592,N,Discharge Only,",166(A)4,",Misdemeanor
124773,200526965,2020/01/09,20009594,N,Discharge Only,",422,422,",Felony
124775,200523886,2020/01/09,20009555,N,Discharge Only,",242,243(E)1,368(C),",Misdemeanor
124779,200525785,2020/01/09,20009553,N,Discharge Only,",273.5(A),245(A)1,",Felony
125418,200590249,2020/01/10,20010616,N,Discharge Only,",273A(B),273.5(A),",Felony
125426,200592386,2020/01/10,20010645,N,Discharge Only,",273.5(A),",Felony
125447,200587939,2020/01/10,20010615,Y,Filed,",244,594(B)1,",Misdemeanor
125448,200513053,2020/01/10,20010617,N,Discharge Only,",10851(A),496D(A),",Felony
125449,200590330,2020/01/10,20010619,Y,Filed,",459,NOTINTBL,496(A),",Misdemeanor
125450,200590409,2020/01/10,20010620,N,Other Action,",490.2(A),459,211,496(A),594(B)1,",Felony
125451,200590590,2020/01/10,20010622,N,Other Action,",11364(A),",Misdemeanor
125452,Z20201001-20010625,2020/01/10,20010625,Y,Filed,",664/459,487(A),211,",Felony
125453,Z20201001-20010626,2020/01/10,20010626,N,Discharge Only,",23152(F),",Misdemeanor
125454,200591598,2020/01/10,20010628,Y,Filed,",23152(A),23152(B),",Misdemeanor
125455,200591532,2020/01/10,20010629,N,Discharge Only,",485,664/212.5(A),245(A)1,21310,",Felony
125456,200591413,2020/01/10,20010631,Y,Filed,",11352(A),11351.5,11351,",Felony
125457,200591526,2020/01/10,20010633,Y,Filed,",11351.5,11352(A),",Felony
125458,200591827,2020/01/10,20010637,N,Discharge Only,",11351,166(A)4,11378,12022.1,11351.5,11351,",Felony
125459,200591667,2020/01/10,20010638,Y,Filed,",273.6(A),417(A)1,594(B)1,",Misdemeanor
125460,200592035,2020/01/10,20010639,N,Discharge Only,",243(E)1,594(B)1,",Felony
125461,200592126,2020/01/10,20010642,Y,Filed,",459,496(A),",Felony
125462,200592239,2020/01/10,20010644,Y,Filed,",242,417(A)1,242,422,",Felony
125464,200591554,2020/01/10,20010653,Y,Filed,",245(A)4,243(D),11364(A),368(B)1,11364(A),",Felony
125467,200591037,2020/01/10,20010627,N,Discharge Only,",243(E)1,236,",Felony
125468,200591623,2020/01/10,20010636,N,Discharge Only,",273.5(A),",Felony
126064,200591281,2020/01/10,20010632,Y,Filed,",11351.5,11378,11351,11352(A),",Felony
126109,Z20201101-20011696,2020/01/11,20011696,Y,Filed,",23152(B),273A(A),25658(A),23152(A),",Misdemeanor
126110,200658524,2020/01/11,20011698,N,Other Action,",11364(A),",Misdemeanor
126111,200658405,2020/01/11,20011699,Y,Filed,",23152(A),",Misdemeanor
126112,200658449,2020/01/11,20011700,N,Other Action,",273.5(A),",Felony
126113,200001416,2020/01/11,20011702,N,Discharge Only,",12500(A),23152(A),23152(B),",Misdemeanor
126114,200001417,2020/01/11,20011703,Y,Filed,",23152(B),23152(A),",Misdemeanor
126115,200658609,2020/01/11,20011704,Y,Filed,",23152(A),4000(A),",Misdemeanor
126116,200658643,2020/01/11,20011705,Y,Filed,",10852,12022.1,466,496(A),10851(A),11364(A),496D(A),",Felony
126117,200658881,2020/01/11,20011711,Y,Filed,",594(B)1,219.2,23110(A),",Felony
126118,200658706,2020/01/11,20011714,N,Other Action,",10851(A),NOTINTBL,",Felony
126119,200659083,2020/01/11,20011715,N,Discharge Only,",243(E)1,",Misdemeanor
126120,200658035,2020/01/11,20011716,N,Discharge Only,",10851(A),496D(A),",Felony
126121,200660052,2020/01/11,20011721,N,Other Action,",245(A)1,664/211,242,",Felony
126695,200659732,2020/01/11,20011717,Y,Filed,",23152(A),23152(B),21657,",Misdemeanor
126741,200658778,2020/01/11,20011706,Y,Filed,",594(B)1,10852,",Felony
126747,200723688,2020/01/12,20012758,Y,Filed,",166(A)4,",Misdemeanor
126748,200723757,2020/01/12,20012759,N,Discharge Only,",166(A)4,",Misdemeanor
